sales_agent,account,product,order_value,create_date
Kami Bicknell,Lexiqvolax,GTX Basic,551,6/22/17
Daniell Hammack,Zencorporation,GTXPro,5388,6/21/17
Darcel Schlecht,Funholding,GTXPro,5030,6/25/17
Hayden Neloms,Condax,MG Special,55,6/25/17
Kary Hendrixson,Finjob,MG Special,52,6/24/17
Markita Hansen,Doncon,MG Special,54,6/27/17
Maureen Marcano,Fasehatice,MG Special,61,6/23/17
Corliss Cosme,Silis,GTX Basic,551,6/25/17
Garret Kinder,Gekko & Co,GTXPro,5622,6/26/17
Rosie Papadopoulos,Bioplex,GTX Plus Pro,6229,6/27/17
Vicki Laflamme,Scotfind,MG Advanced,3559,6/23/17
Jonathan Berthelot,Funholding,GTX Plus Basic,1033,6/26/17
Reed Clapper,Yearin,GTXPro,5302,6/30/17
Violet Mclelland,Plussunin,MG Advanced,3863,6/30/17
Vicki Laflamme,Goodsilron,MG Advanced,3815,6/30/17
Vicki Laflamme,Sunnamplex,MG Advanced,2753,6/27/17
Gladys Colclough,Rangreen,MG Advanced,3478,6/28/17
Moses Frase,Hottechi,MG Special,57,6/2/17
Garret Kinder,Zotware,GTXPro,4426,6/4/17
Gladys Colclough,Codehow,GTX Basic,565,6/4/17
Corliss Cosme,Ontomedia,GTX Basic,599,6/6/17
Garret Kinder,Condax,GTX Plus Pro,5429,6/5/17
Marty Freudenburg,Betatech,MG Special,41,6/6/17
Elease Gluck,Kan-code,GTX Basic,581,6/7/17
James Ascencio,Golddex,GTX Plus Pro,5116,6/6/17
Anna Snelling,Finhigh,GTX Plus Basic,1216,6/1/17
Cassey Cress,Condax,MG Advanced,3908,6/4/17
Hayden Neloms,Sonron,MG Advanced,3689,6/14/17
Vicki Laflamme,J-Texon,MG Special,55,6/5/17
Marty Freudenburg,Codehow,GTX Plus Basic,1190,6/6/17
Rosalina Dieter,Scotfind,GTXPro,4933,6/13/17
Versie Hillebrand,Ron-tech,MG Advanced,3642,6/4/17
Darcel Schlecht,Betatech,MG Advanced,3822,6/17/17
Lajuana Vencill,Codehow,MG Advanced,2525,6/18/17
Rosalina Dieter,Groovestreet,GTK 500,30288,6/7/17
Boris Faz,Konex,GTX Plus Basic,1121,6/3/17
Cassey Cress,Silis,GTX Basic,477,6/4/17
Hayden Neloms,Goodsilron,GTX Plus Basic,975,6/20/17
Kami Bicknell,Lexiqvolax,GTX Basic,441,6/9/17
Niesha Huffines,Codehow,GTX Plus Basic,1018,6/15/17
Zane Levy,Konex,GTX Plus Basic,1068,6/2/17
Zane Levy,Finjob,GTX Basic,532,6/23/17
Versie Hillebrand,Finhigh,MG Special,60,6/3/17
Vicki Laflamme,Singletechno,MG Advanced,2919,6/13/17
Kami Bicknell,Condax,GTX Plus Basic,1103,6/7/17
Donn Cantrell,Acme Corporation,GTX Plus Pro,5724,6/11/17
Niesha Huffines,Dontechi,GTX Basic,672,6/5/17
Vicki Laflamme,Sonron,MG Advanced,3426,6/13/17
Reed Clapper,Kan-code,MG Advanced,2928,6/15/17
Reed Clapper,Zathunicon,MG Advanced,3618,6/5/17
Kami Bicknell,Cheers,GTX Basic,545,6/22/17
Kary Hendrixson,Konex,GTX Basic,584,6/23/17
Maureen Marcano,Cheers,GTX Plus Basic,1069,6/23/17
Maureen Marcano,Xx-holding,GTX Plus Basic,1035,6/22/17
Anna Snelling,Rundofase,MG Special,59,6/7/17
Cecily Lampkin,Zumgoity,GTX Plus Pro,5148,6/3/17
Hayden Neloms,Labdrill,MG Advanced,3807,6/13/17
Darcel Schlecht,dambase,GTXPro,4650,6/12/17
Darcel Schlecht,Konmatfix,GTXPro,4829,6/16/17
Donn Cantrell,Silis,MG Advanced,2981,6/14/17
Versie Hillebrand,Gogozoom,GTX Basic,528,6/3/17
Versie Hillebrand,Scottech,GTX Plus Basic,1199,6/18/17
Cassey Cress,Plussunin,GTX Plus Pro,6509,6/15/17
Hayden Neloms,Faxquote,MG Advanced,3281,6/2/17
Violet Mclelland,Initech,GTX Plus Pro,5855,6/22/17
James Ascencio,J-Texon,GTX Plus Pro,4066,6/19/17
Jonathan Berthelot,Isdom,GTXPro,4494,6/7/17
Reed Clapper,Zathunicon,GTX Basic,492,6/18/17
Anna Snelling,Betatech,GTX Plus Pro,5370,6/12/17
Corliss Cosme,Sumace,MG Special,56,6/18/17
Zane Levy,Scotfind,GTX Basic,598,6/25/17
Cassey Cress,Vehement Capital Partners,GTXPro,4689,6/7/17
Cecily Lampkin,Statholdings,GTX Plus Pro,5154,6/26/17
Gladys Colclough,Finhigh,MG Advanced,3215,6/14/17
Kary Hendrixson,Hatfan,GTXPro,3169,6/26/17
Marty Freudenburg,Funholding,GTX Plus Pro,5015,6/3/17
Lajuana Vencill,Finhigh,GTX Plus Pro,5401,6/4/17
Moses Frase,Rundofase,GTX Basic,551,6/18/17
