sales_agent,account,product,order_value,create_date
Violet Mclelland,Gekko & Co,MG Special,48,12/18/17
Cecily Lampkin,Cancity,GTX Plus Basic,986,12/24/17
Cecily Lampkin,Toughzap,MG Advanced,3843,12/16/17
Corliss Cosme,Gekko & Co,GTX Plus Pro,5143,12/17/17
Gladys Colclough,Codehow,MG Special,52,12/24/17
James Ascencio,Scotfind,GTX Plus Pro,5576,12/23/17
Kami Bicknell,Sunnamplex,MG Special,59,12/18/17
Kary Hendrixson,J-Texon,GTXPro,4178,12/27/17
Markita Hansen,Lexiqvolax,GTX Plus Basic,1192,12/25/17
Niesha Huffines,Conecom,GTX Plus Basic,1047,12/24/17
Reed Clapper,Kan-code,GTX Plus Pro,6456,12/17/17
Darcel Schlecht,Inity,GTXPro,4755,12/17/17
Maureen Marcano,Y-corporation,MG Special,55,12/25/17
Vicki Laflamme,Faxquote,MG Advanced,3078,12/18/17
Anna Snelling,Codehow,GTX Basic,537,12/28/17
Gladys Colclough,Hottechi,GTX Plus Basic,1220,12/18/17
Markita Hansen,Finjob,MG Special,53,12/21/17
Versie Hillebrand,Scottech,MG Special,60,12/18/17
Vicki Laflamme,Hottechi,GTX Basic,494,12/29/17
Jonathan Berthelot,Genco Pura Olive Oil Company,GTX Basic,480,12/18/17
Maureen Marcano,Hottechi,GTX Plus Basic,1075,12/26/17
Jonathan Berthelot,Conecom,GTX Plus Basic,1166,12/28/17
Kary Hendrixson,Hatfan,GTX Plus Basic,921,12/26/17
Markita Hansen,Faxquote,MG Advanced,3442,12/27/17
Versie Hillebrand,Zumgoity,MG Advanced,3735,12/27/17
Vicki Laflamme,Finjob,MG Special,50,12/17/17
Darcel Schlecht,Domzoom,GTXPro,5052,12/19/17
Kary Hendrixson,Hatfan,MG Special,44,12/30/17
Violet Mclelland,Massive Dynamic,GTX Plus Basic,960,12/16/17
Boris Faz,Zotware,GTX Plus Pro,6469,12/30/17
Maureen Marcano,Cheers,GTX Plus Basic,914,12/19/17
Rosalina Dieter,J-Texon,MG Advanced,3379,12/24/17
Anna Snelling,Domzoom,MG Advanced,3240,12/26/17
James Ascencio,Cheers,GTX Plus Basic,1007,12/31/17
Markita Hansen,J-Texon,MG Special,54,12/28/17
Rosalina Dieter,Golddex,MG Special,49,12/25/17
Violet Mclelland,Konex,MG Special,55,12/24/17
Zane Levy,Blackzim,GTXPro,5196,12/26/17
Anna Snelling,Rundofase,MG Special,54,12/31/17
Elease Gluck,Doncon,GTXPro,4953,12/26/17
Wilburn Farren,Zotware,MG Advanced,3155,12/24/17
Rosie Papadopoulos,Plussunin,GTXPro,4566,12/30/17
Versie Hillebrand,Bioholding,MG Special,58,12/28/17
Wilburn Farren,Umbrella Corporation,GTXPro,4315,12/28/17
Rosie Papadopoulos,Vehement Capital Partners,GTXPro,5574,12/29/17
Gladys Colclough,Genco Pura Olive Oil Company,MG Advanced,3494,12/30/17
Kami Bicknell,Doncon,MG Special,50,12/28/17
Vicki Laflamme,Hottechi,MG Special,61,12/28/17
Violet Mclelland,Betasoloin,MG Advanced,3673,12/28/17
Cassey Cress,Ganjaflex,GTX Basic,576,12/31/17
James Ascencio,Singletechno,GTX Basic,538,12/26/17
Lajuana Vencill,Conecom,GTX Basic,622,12/26/17
Violet Mclelland,Bluth Company,GTX Plus Basic,1093,12/30/17
Maureen Marcano,Hottechi,GTXPro,4433,12/29/17
Gladys Colclough,Inity,GTX Plus Basic,1052,12/30/17
Gladys Colclough,Betatech,MG Special,67,12/29/17
