sales_agent,account,product,order_value,create_date
Lajuana Vencill,Ron-tech,MG Special,47,3/27/17
Vicki Laflamme,Finjob,GTX Basic,564,3/27/17
Anna Snelling,Treequote,MG Special,58,3/27/17
Cassey Cress,Betasoloin,GTX Basic,493,3/27/17
Vicki Laflamme,Konex,MG Advanced,3671,3/27/17
Darcel Schlecht,Domzoom,MG Special,49,3/27/17
Corliss Cosme,Konex,GTX Basic,590,3/28/17
Kami Bicknell,Sonron,GTX Basic,453,3/28/17
Cassey Cress,Umbrella Corporation,GTXPro,4975,3/28/17
Daniell Hammack,Umbrella Corporation,GTXPro,4799,3/28/17
Garret Kinder,Initech,GTX Plus Basic,1026,3/28/17
Reed Clapper,Zathunicon,GTX Plus Basic,978,3/28/17
Donn Cantrell,Ontomedia,MG Advanced,3421,3/28/17
Kary Hendrixson,Fasehatice,GTXPro,5149,3/28/17
Jonathan Berthelot,Isdom,GTX Basic,519,3/28/17
Vicki Laflamme,Y-corporation,GTX Basic,492,3/28/17
Moses Frase,Rundofase,GTX Basic,557,3/28/17
Versie Hillebrand,Konmatfix,MG Special,51,3/28/17
Vicki Laflamme,Hottechi,GTX Plus Basic,880,3/28/17
Darcel Schlecht,Finhigh,MG Special,52,3/28/17
Jonathan Berthelot,Gogozoom,GTX Basic,585,3/28/17
Kami Bicknell,Golddex,GTX Basic,610,3/28/17
Kary Hendrixson,Xx-holding,MG Advanced,3273,3/28/17
Jonathan Berthelot,Domzoom,MG Advanced,3459,3/28/17
Kary Hendrixson,Labdrill,GTXPro,4221,3/28/17
Reed Clapper,Donquadtech,GTX Plus Basic,1100,3/28/17
Marty Freudenburg,Konmatfix,GTX Plus Basic,1062,3/28/17
Kami Bicknell,Faxquote,GTX Plus Basic,1059,3/28/17
Vicki Laflamme,Xx-holding,GTXPro,4408,3/29/17
Kary Hendrixson,Golddex,MG Advanced,3550,3/29/17
Zane Levy,Condax,GTX Plus Basic,1159,3/29/17
James Ascencio,Condax,GTX Basic,437,3/29/17
Violet Mclelland,Opentech,MG Special,54,3/29/17
Reed Clapper,Xx-zobam,MG Advanced,3962,3/29/17
Violet Mclelland,Zencorporation,GTX Basic,542,3/29/17
Rosalina Dieter,Xx-holding,MG Advanced,3145,3/29/17
Donn Cantrell,Zotware,GTXPro,4375,3/29/17
Wilburn Farren,Acme Corporation,MG Advanced,3833,3/29/17
Markita Hansen,Cheers,GTX Plus Pro,5120,3/29/17
Moses Frase,Dontechi,MG Special,59,3/29/17
Kary Hendrixson,Plexzap,MG Advanced,3407,3/29/17
Maureen Marcano,Goodsilron,GTX Plus Pro,4667,3/29/17
Darcel Schlecht,Dontechi,GTXPro,4511,3/30/17
Jonathan Berthelot,Statholdings,GTXPro,5406,3/30/17
Vicki Laflamme,Goodsilron,MG Special,45,3/30/17
Kary Hendrixson,Dalttechnology,GTXPro,4955,3/30/17
Cassey Cress,Ontomedia,GTX Plus Pro,5425,3/30/17
Donn Cantrell,Zencorporation,GTX Basic,574,3/30/17
Darcel Schlecht,Dontechi,GTX Basic,604,3/30/17
Cecily Lampkin,Stanredtax,GTX Plus Basic,966,3/30/17
Darcel Schlecht,Isdom,GTXPro,5109,3/30/17
Darcel Schlecht,Isdom,GTXPro,4794,3/30/17
Zane Levy,Goodsilron,GTX Plus Basic,1084,3/30/17
Garret Kinder,Yearin,GTX Basic,510,3/30/17
Kary Hendrixson,Xx-holding,GTX Plus Basic,1054,3/30/17
Corliss Cosme,Betasoloin,GTX Plus Pro,4974,3/30/17
Lajuana Vencill,Ron-tech,GTX Basic,489,3/30/17
Lajuana Vencill,Gogozoom,MG Special,54,3/30/17
Vicki Laflamme,Faxquote,MG Special,49,3/30/17
Garret Kinder,Opentech,GTX Basic,617,3/30/17
Kary Hendrixson,Faxquote,MG Special,60,3/30/17
Kary Hendrixson,Condax,GTX Plus Basic,1136,3/30/17
Versie Hillebrand,Finhigh,MG Special,54,3/30/17
Darcel Schlecht,Rangreen,GTX Plus Basic,1126,3/30/17
Elease Gluck,Finjob,GTX Basic,481,3/31/17
Cecily Lampkin,Rundofase,MG Advanced,3611,3/31/17
Cassey Cress,Umbrella Corporation,GTX Basic,538,3/31/17
Reed Clapper,Ontomedia,MG Advanced,2550,3/31/17
Markita Hansen,Groovestreet,GTX Plus Basic,1171,3/31/17
Cecily Lampkin,Bioholding,MG Special,54,3/31/17
Corliss Cosme,Mathtouch,MG Advanced,3498,3/31/17
Versie Hillebrand,Isdom,MG Special,54,3/31/17
Kary Hendrixson,Xx-holding,MG Special,51,3/31/17
Rosalina Dieter,Finjob,MG Special,45,3/31/17
Jonathan Berthelot,Codehow,GTX Basic,517,3/31/17
Kary Hendrixson,Golddex,GTX Basic,559,3/31/17
Maureen Marcano,Green-Plus,GTXPro,4939,3/31/17
Vicki Laflamme,Xx-holding,GTX Basic,365,3/31/17
Daniell Hammack,Kan-code,GTXPro,5140,3/31/17
Kami Bicknell,Plusstrip,GTX Basic,566,3/31/17
